seq,ax,ay,az,roll,pitch,yaw
1,-9.369110107421875,-1.5119792222976685,1.9964079856872559,-37.13846083518114,75.03483421274122,0.0
2,-9.327316284179688,-1.4863348007202148,2.094301700592041,-36.999252797719215,75.00610230526641,-0.025203188881278038
3,-9.457615852355957,-1.280871033668518,2.0664968490600586,-36.803606973814965,74.98901573703294,-0.0526952613145113
4,-9.285770416259766,-1.5049448013305664,1.9413986206054688,-36.770815392449066,74.92488330570315,-0.0728120282292366
5,-9.183293342590332,-1.4462107419967651,2.088313579559326,-36.728824944659635,74.87430802327846,-0.04969423823058605
6,-9.469525337219238,-1.4782289266586304,2.0300464630126953,-36.685038254070406,74.83519465606713,-0.019964108243584633
7,-9.196338653564453,-1.4179209470748901,2.01755952835083,-36.66263051744116,74.83319467366726,-0.07746605388820171
8,-9.322474479675293,-1.208802342414856,2.09118390083313,-36.50303215114701,74.86698611010917,-0.07520257937721908
9,-9.243002891540527,-1.3629971742630005,2.0614993572235107,-36.4548342339527,74.90867683306456,-0.055645285872742534
10,-9.120682716369629,-1.1609219312667847,1.9184330701828003,-36.50083882359976,75.01883237078906,-0.04829539707861841
11,-9.049389839172363,-1.3987747430801392,1.200299859046936,-36.527769343910755,75.17273111656428,0.022126082563772798
12,-8.397477149963379,-0.9851170778274536,0.9555346965789795,-36.46263569032961,75.5692519994092,0.1650290230754763
13,-8.454780578613281,0.40639734268188477,0.6010594367980957,-36.37003537452036,76.32385675624133,0.6573689023498446
14,-8.567142486572266,-0.15464350581169128,1.0744729042053223,-36.26293876951748,77.37957744315386,1.590446952963248
15,-8.682785034179688,-0.8310333490371704,0.8042702078819275,-36.08819280749375,78.80889563277483,3.0606508294586092
16,-8.368847846984863,-1.4522247314453125,0.9725490808486938,-35.88063943570668,80.44853727534533,4.873170618200675
17,-8.9009428024292,0.3440229892730713,1.186436414718628,-35.41571325248295,82.3132529707265,6.685181740904227
18,-9.734437942504883,0.0327778160572052,0.490492582321167,-34.26597769858537,83.90560657868923,8.501516346121207
19,-10.603154182434082,0.7814132571220398,0.5459316372871399,-33.70415528418717,85.56279630551876,10.538092855596915
20,-10.194793701171875,0.35373789072036743,-0.11693097651004791,-33.15988101365266,87.01652927289547,12.90350628294982
21,-10.857772827148438,0.7830380797386169,0.8670505285263062,-32.58203633429704,88.18109948525967,15.169988874578848
22,-11.164139747619629,1.1382898092269897,0.9083149433135986,-31.88745840193925,89.21418566594662,17.564649109030142
23,-10.45787239074707,-0.12548017501831055,0.7670469284057617,-31.09344096781907,90.11502493510784,19.527218226576224
24,-10.209044456481934,1.5626152753829956,0.06458382308483124,-30.247542041560983,90.72822726855816,20.96563196578063
25,-10.950788497924805,2.7367289066314697,-0.0012005120515823364,-29.34492953421769,90.82337787340225,22.1670186559204
26,-10.192544937133789,1.941658616065979,-0.3672100901603699,-28.526751655361032,90.6062223721558,23.150706593180075
27,-10.722911834716797,1.3167415857315063,-0.8231896162033081,-27.726630467197275,90.35651380906643,23.71985137858428
28,-10.805785179138184,2.851346492767334,-0.03054119646549225,-27.121064859649515,89.82756085286678,23.870129633927718
29,-9.292187690734863,3.204630136489868,-0.5841472148895264,-27.890120717624672,89.48914901413326,23.893501745769754
30,-10.02901554107666,0.07460850477218628,-0.43906331062316895,-27.04641938237851,88.82124212543933,24.081419499823824
31,-9.501351356506348,-0.9436699151992798,-1.361830234527588,-25.782158250796122,87.93982250084198,23.5936065337155
32,-7.402028560638428,1.4059593677520752,-0.009247273206710815,-26.362236793028636,86.24531669010437,22.226860465714708
33,-10.050626754760742,4.69796085357666,0.6627004742622375,-27.03768568752937,84.58692449917115,21.403852524468675
34,-9.320475578308105,0.9956860542297363,0.5810123085975647,-27.525445694910808,83.19658655514039,21.903822066495195
35,-7.171520233154297,2.986534595489502,0.9282362461090088,-27.696830506312175,82.23528808941163,21.881162088597193
36,-7.286643981933594,1.2673941850662231,1.9379581212997437,-27.844817797529025,81.18650323738373,21.838410750264302
37,-6.995856761932373,2.551464319229126,1.0604826211929321,-27.766713770913405,80.04361957897461,21.272266999119893
38,-7.350734233856201,2.337090492248535,0.07858999073505402,-27.53906904427938,79.12428403486527,20.601088658208027
39,-7.898933410644531,1.933437705039978,0.29410919547080994,-27.088639157699866,78.6759508310727,19.517147436970845
40,-7.182442665100098,0.5161738395690918,-0.695351243019104,-26.426868635105414,78.61520271216548,17.53214718424715
41,-4.446700096130371,0.39707112312316895,0.7073826789855957,-25.72338946430616,78.81030145500816,14.703310266369954
42,-5.964990139007568,0.47387245297431946,-0.7884142994880676,-25.20709045498304,79.40493843172706,11.712724939221516
43,-9.708089828491211,2.948530673980713,-1.7373030185699463,-25.02039140729837,80.92250594710029,9.6109914931003
44,-13.174285888671875,0.78287672996521,-2.7347772121429443,-25.5412131574624,83.48100909804023,8.613519445294514
45,-13.073904991149902,-1.4018489122390747,-0.43232262134552,-26.697328689383788,86.74118361090339,8.48836812400259
46,-12.514324188232422,-0.6922277212142944,0.42463457584381104,-28.367172482299132,90.4881282768122,8.307266220683232
47,-11.770288467407227,1.620439887046814,-1.2690235376358032,-30.214277866172118,94.23634442900337,8.717714801663533
48,-10.794029235839844,-1.054777979850769,-1.4110524654388428,-31.838089587973876,98.07255587195075,9.494131162995473
49,-11.064065933227539,-0.02019372582435608,-1.6681709289550781,-33.20300257472925,101.67886099432624,10.090996995801106
50,-9.55555248260498,0.7168017625808716,-1.8852324485778809,-34.12567634100758,105.08922933841006,10.942438021535054
51,-9.090235710144043,-0.44449523091316223,-2.594078302383423,-34.820962257336014,108.26013707423465,11.693676606053486
52,-9.686662673950195,0.9522414207458496,-4.318532943725586,-35.17113465781056,111.12153624797122,12.431944862240925
53,-10.069201469421387,0.5942881107330322,-5.273031711578369,-35.50121573324048,113.97123646044986,13.114262476796284
54,-9.070991516113281,0.30686822533607483,-5.71612548828125,-35.58689439261996,116.99870728755252,13.786407247418538
55,-7.938421726226807,1.3366643190383911,-4.528392314910889,-35.0512670871123,119.44429182315127,14.402092829579487
56,-7.31916618347168,1.830654263496399,-5.52473258972168,-34.739950775752895,120.99390386843936,15.156383231515065
57,-8.511916160583496,0.9879447221755981,-5.799872398376465,-34.66973070765578,121.78487657809512,16.076490953797475
58,-8.136372566223145,1.776839017868042,-6.1668500900268555,-34.50007115269744,121.99447158777969,16.864606097573414
59,-7.6163225173950195,1.176536202430725,-6.032019138336182,-33.92161577127525,122.53164886344985,18.017926052445546
60,-7.47672700881958,0.9111744165420532,-5.318614482879639,-33.80104016445228,122.563727878377,19.194643572205678
61,-7.898005485534668,1.405241847038269,-6.852226734161377,-33.690891712229934,122.24865885858253,20.263528898591176
62,-8.917890548706055,2.379704236984253,-6.095178604125977,-33.60312350026914,121.92519723658279,21.174735382432118
63,-8.572388648986816,1.7579435110092163,-6.060342788696289,-33.67227129570791,121.80748122964815,21.03712233924307
64,-8.678361892700195,1.8989993333816528,-3.938754081726074,-33.1190647373912,121.75953168249119,19.467173785204068
65,-7.0535383224487305,2.053011417388916,-3.118628978729248,-32.07911889655563,121.57289469814289,18.253020256990567
66,-8.759119987487793,2.0275628566741943,-4.352770805358887,-31.01861165772744,120.297353765102,17.297511130804196
67,-10.185173034667969,2.2003884315490723,-4.918623924255371,-30.99772984657057,117.85565306815681,16.15075269364752
68,-10.861480712890625,1.7510615587234497,-6.086030960083008,-30.9587912497259,115.82518937263069,15.098856002325192
69,-9.256366729736328,1.4209823608398438,-6.823091506958008,-30.150023215744575,115.36617471847114,14.682507246965542
70,-8.50459098815918,1.358620524406433,-5.567545413970947,-29.609818035099586,116.19224371585426,14.643062092596665
71,-8.219006538391113,0.9728392362594604,-6.191024303436279,-29.182785713408073,116.8542756644207,14.555041641229764
72,-7.653079032897949,0.6065399646759033,-5.290118217468262,-28.721165740225395,117.32353233370361,14.385892808670178
73,-7.619472503662109,1.0191240310668945,-7.697117328643799,-28.640009866390308,117.79660384926376,14.183427930111066
74,-7.48616886138916,0.7860478162765503,-5.017395973205566,-28.520705857608398,118.47287779125747,14.471802443498746
75,-8.050849914550781,0.6765143871307373,-5.900192737579346,-28.096037925409814,118.83886782903316,14.89293247484602
76,-7.318659782409668,0.7338886260986328,-6.321352005004883,-27.752769549114575,119.12889142971838,15.13196873688139
77,-6.619190216064453,0.5061008930206299,-5.188140392303467,-27.808184017164578,118.92140013616884,15.2489309462253
