seq,ax,ay,az,wroll,wpitch,wyaw,roll,pitch,yaw,vx,vy,vz
1,0.184869,-0.036256,-0.007228,0.064200,-0.091686,0.002389,0.000000,88.698891,0.000000,0.000000,0.000000,0.000000
2,0.176954,-0.034095,-0.013785,0.063148,-0.075424,0.002350,0.001592,88.710007,0.000079,0.006189,-0.001194,-0.000781
3,0.181021,-0.036507,-0.005334,0.059658,-0.066897,0.002312,0.002731,88.704025,0.000157,0.010899,-0.002122,-0.001349
4,0.179655,-0.029364,-0.009892,0.061172,-0.056691,0.011499,0.003559,88.709526,0.000387,0.014555,-0.002740,-0.001707
5,0.174396,-0.028796,-0.008267,0.060173,-0.050396,0.016755,0.004185,88.712502,0.000858,0.017183,-0.003054,-0.002032
6,0.173798,-0.027370,-0.007887,0.059676,-0.031033,0.014730,0.004637,88.715569,0.001383,0.019008,-0.003240,-0.002233
8,0.177402,-0.032369,-0.002109,0.062147,-0.041823,0.015723,0.005001,88.705887,0.001890,0.020369,-0.003435,-0.002256
9,0.175826,-0.030901,-0.006852,0.057158,-0.044879,0.021111,0.005242,88.705772,0.002504,0.021340,-0.003633,-0.002240
10,0.179777,-0.036786,-0.004380,0.049381,-0.059643,0.014515,0.005263,88.698517,0.003098,0.022008,-0.003851,-0.002257
11,0.184771,-0.044041,-0.006433,0.049238,-0.060639,0.012563,0.005178,88.692154,0.003549,0.022562,-0.004252,-0.002247
12,0.178127,-0.044340,-0.005418,0.053527,-0.067507,0.021007,0.005167,88.683884,0.004109,0.022819,-0.004685,-0.002246
13,0.180374,-0.041483,-0.009076,0.045869,-0.046107,0.023270,0.005118,88.683960,0.004846,0.022788,-0.004943,-0.002282
15,0.182214,-0.039861,-0.006984,0.050268,-0.041643,0.021031,0.005042,88.680893,0.005585,0.022699,-0.005026,-0.002327
16,0.174756,-0.039689,-0.005304,0.054524,-0.034375,0.014438,0.005091,88.675140,0.006176,0.022376,-0.005023,-0.002273
17,0.175340,-0.034157,-0.005254,0.058640,-0.039151,0.002158,0.005234,88.671097,0.006453,0.021848,-0.004878,-0.002183
18,0.178987,-0.036833,-0.004344,0.053766,-0.037868,-0.000865,0.005330,88.664200,0.006474,0.021379,-0.004678,-0.002080
19,0.168554,-0.034020,-0.006964,0.052003,-0.035151,-0.002313,0.005319,88.663849,0.006421,0.020746,-0.004489,-0.002020
20,0.169703,-0.033153,-0.006446,0.037015,-0.033998,-0.002237,0.005101,88.662758,0.006345,0.019939,-0.004242,-0.002001
22,0.167694,-0.031751,-0.006978,0.029898,-0.029932,-0.006591,0.004664,88.663284,0.006198,0.019167,-0.003979,-0.001974
23,0.162807,-0.031397,-0.003613,0.037773,-0.030427,-0.004899,0.004342,88.657578,0.006007,0.018308,-0.003713,-0.001885
24,0.168079,-0.028150,-0.007643,0.038011,-0.025001,-0.010642,0.004205,88.660492,0.005748,0.017530,-0.003413,-0.001817
25,0.174977,-0.035545,-0.004425,0.045620,-0.031561,-0.010293,0.004199,88.654663,0.005399,0.017049,-0.003238,-0.001768
26,0.169465,-0.040662,-0.005536,0.060359,-0.020195,-0.017335,0.004474,88.649658,0.004938,0.016593,-0.003325,-0.001677
27,0.174794,-0.040278,-0.008809,0.073140,-0.022485,-0.002008,0.005024,88.651077,0.004616,0.016128,-0.003463,-0.001682
29,0.182013,-0.040328,-0.010271,0.047127,-0.002561,0.008389,0.005270,88.655289,0.004722,0.015907,-0.003543,-0.001767
30,0.179787,-0.038665,-0.008710,0.048534,0.000475,0.002210,0.005148,88.657516,0.004899,0.015732,-0.003551,-0.001820
31,0.179892,-0.031088,-0.006941,0.036612,0.009315,-0.009669,0.004926,88.658806,0.004775,0.015453,-0.003355,-0.001784
32,0.180838,-0.025458,-0.007590,0.038363,-0.005750,0.005407,0.004631,88.662659,0.004704,0.015159,-0.002923,-0.001724
33,0.180495,-0.024941,-0.004962,0.025298,-0.008513,-0.005102,0.004269,88.661163,0.004709,0.014844,-0.002448,-0.001627
