seq,ax,ay,az,wroll,wpitch,wyaw,roll,pitch,yaw,vx,vy,vz
1,-0.073328,-0.013486,-0.000007,0.285459,1.190091,-0.348573,-90.029999,0.000000,0.000000,0.000000,0.000000,0.000000
2,-0.050072,-0.015577,0.000743,0.206985,0.676157,-0.221097,-90.020332,0.023330,-0.009495,-0.003440,-0.000374,-0.000352
3,-0.049048,-0.014778,-0.000071,0.152364,0.365322,-0.128386,-90.014481,0.030514,-0.015319,-0.005626,-0.000689,-0.000625
4,-0.039542,-0.021244,-0.006349,0.109942,0.213850,-0.108326,-90.022423,0.030127,-0.019264,-0.007089,-0.001040,-0.000973
5,-0.041773,-0.023902,-0.001873,0.099360,0.123069,-0.084167,-90.022568,0.026808,-0.022473,-0.008043,-0.001485,-0.001272
6,-0.030964,-0.026518,-0.003319,0.040019,-0.208616,-0.000234,-90.026672,0.019038,-0.023879,-0.008569,-0.001925,-0.001439
8,-0.042461,-0.030019,-0.003261,0.009189,-0.405450,0.045527,-90.032150,0.006603,-0.023124,-0.008937,-0.002376,-0.001587
9,-0.040595,-0.034832,-0.006243,0.013315,-0.356736,0.027799,-90.043839,-0.004575,-0.021902,-0.009355,-0.002873,-0.001749
10,-0.049243,-0.031757,-0.001372,0.027638,-0.283053,0.020984,-90.045769,-0.011427,-0.021089,-0.009754,-0.003277,-0.001827
11,-0.049786,-0.032888,-0.003849,0.025256,-0.197027,0.001110,-90.052292,-0.014572,-0.020721,-0.010182,-0.003533,-0.001830
12,-0.059781,-0.028608,-0.003718,0.043614,-0.100538,-0.028444,-90.058311,-0.014649,-0.021177,-0.010656,-0.003649,-0.001866
13,-0.055908,-0.025918,-0.002712,0.065799,0.062155,-0.064409,-90.061699,-0.011466,-0.022724,-0.011077,-0.003580,-0.001861
15,-0.058441,-0.022324,0.000054,0.075449,0.123581,-0.081485,-90.059189,-0.006276,-0.025156,-0.011309,-0.003381,-0.001771
16,-0.055298,-0.020696,0.001487,0.078879,0.084108,-0.061102,-90.053688,-0.002113,-0.027532,-0.011406,-0.003103,-0.001608
17,-0.053264,-0.020727,-0.002120,0.077769,0.020839,-0.054672,-90.055161,-0.000272,-0.029462,-0.011308,-0.002835,-0.001513
18,-0.048755,-0.026096,0.002349,0.095882,0.000969,-0.045500,-90.047668,0.000069,-0.031131,-0.011033,-0.002714,-0.001412
19,-0.046848,-0.028961,0.000527,0.114877,-0.000539,-0.042532,-90.043091,0.000057,-0.032598,-0.010622,-0.002762,-0.001273
20,-0.037545,-0.030425,-0.002191,0.121442,-0.061033,-0.030807,-90.043365,-0.000725,-0.033821,-0.010017,-0.002867,-0.001245
22,-0.041720,-0.031908,-0.001611,0.126316,-0.070839,-0.053411,-90.042320,-0.002191,-0.035224,-0.009381,-0.002987,-0.001257
23,-0.042514,-0.028050,-0.000157,0.116272,-0.044903,-0.056088,-90.038544,-0.003090,-0.037049,-0.008922,-0.003016,-0.001219
24,-0.045169,-0.026152,0.000286,0.105080,-0.047858,-0.055725,-90.034264,-0.003476,-0.038913,-0.008575,-0.002907,-0.001144
