seq,ax,ay,az,wroll,wpitch,wyaw,roll,pitch,yaw,vx,vy,vz
1,0.000311,0.001090,-0.039545,6.508203,-0.950541,-0.150203,178.420883,-0.449929,0.000000,0.000000,0.000000,0.000000
2,-0.014765,-0.032024,-0.069993,7.615448,-1.137896,-0.391264,178.666489,-0.410227,0.008062,-0.000318,-0.002087,-0.002814
3,-0.009333,0.007601,-0.055444,6.787203,-0.979239,-0.479467,178.904434,-0.371623,0.021665,-0.000770,-0.003639,-0.005403
4,-0.001255,0.037300,-0.051062,6.521052,-0.912934,-0.617816,179.114944,-0.339234,0.039273,-0.000861,-0.003492,-0.007108
5,0.002024,0.080486,-0.045542,6.506851,-0.837476,-1.346401,179.307419,-0.310063,0.071498,-0.000706,-0.001906,-0.008283
6,-0.007605,0.070086,-0.055346,6.426553,-0.705667,-5.902448,179.501038,-0.280401,0.191953,-0.000708,0.000034,-0.009317
8,-0.002036,0.067721,-0.050195,5.036813,-0.445348,-6.092485,179.670441,-0.258453,0.391667,-0.000792,0.001340,-0.010243
9,0.006507,0.024267,-0.060539,3.561306,-0.249027,-8.360701,179.805267,-0.247103,0.632475,-0.000576,0.001470,-0.011095
10,0.075882,-0.249962,-0.079247,1.854504,-0.023977,-13.959384,179.970139,-0.263984,1.004458,0.001169,-0.005989,-0.012366
11,0.086832,-0.255033,-0.077617,-1.400114,0.258480,-28.782177,180.052261,-0.293204,1.716825,0.005203,-0.020431,-0.013736
12,-0.005102,0.039238,-0.074765,-2.675606,0.293737,-36.495686,179.967041,-0.301036,2.804805,0.005813,-0.022280,-0.014749
13,-0.009945,0.040650,-0.073343,-2.709376,0.298320,-36.182751,179.858658,-0.307955,4.016134,0.004355,-0.017812,-0.015479
15,-0.023759,0.059493,-0.069646,-2.532489,0.303608,-33.679066,179.747040,-0.308886,5.180532,0.002804,-0.013803,-0.015965
16,-0.098757,0.300652,-0.056422,-2.654381,0.286840,-27.725710,179.563339,-0.285033,6.203988,-0.000293,-0.006616,-0.016016
17,-0.110118,0.275686,-0.058274,-1.714590,0.213217,-11.869149,179.403015,-0.256092,6.863947,-0.005548,0.005976,-0.015827
18,-0.008448,-0.028556,-0.055572,-2.524732,0.337582,0.582496,179.387878,-0.247044,7.052125,-0.006883,0.008375,-0.015611
19,-0.007561,-0.031597,-0.060582,-3.551838,0.420972,0.697706,179.349182,-0.244778,7.030897,-0.005880,0.004203,-0.015389
20,-0.001139,-0.025150,-0.051939,-3.931297,0.441117,0.689592,179.232468,-0.258980,7.007921,-0.004919,0.000953,-0.015088
22,0.000848,-0.022974,-0.051620,-3.817173,0.457649,0.585810,179.149414,-0.275385,6.986845,-0.003976,-0.001457,-0.014624
23,0.002204,-0.032561,-0.061570,-3.162183,0.398369,0.439677,179.098068,-0.293549,6.969957,-0.003150,-0.003470,-0.014357
