seq,ax,ay,az,wroll,wpitch,wyaw,roll,pitch,yaw,vx,vy,vz
1,-0.028449,-0.001691,0.000035,-0.111282,-0.526575,0.071056,91.228851,0.000000,0.000000,0.000000,0.000000,0.000000
2,-0.032031,-0.008930,0.023977,-0.061491,-0.366664,0.025615,91.179619,-0.011164,0.001611,-0.002184,-0.000007,0.000102
3,-0.035445,0.002749,0.013775,-0.032467,-0.286502,-0.016374,91.151154,-0.016538,0.001765,-0.004008,0.000074,0.000448
4,-0.030272,0.002446,0.013573,-0.029234,-0.182662,-0.001493,91.123619,-0.018269,0.001467,-0.005371,0.000359,0.000513
5,-0.025976,0.003469,0.013529,-0.015359,-0.138913,-0.014987,91.096436,-0.017720,0.001193,-0.006215,0.000592,0.000555
6,-0.029858,0.006652,0.015830,-0.001572,-0.067943,-0.030730,91.065117,-0.015876,0.000431,-0.006825,0.000852,0.000628
8,-0.029739,0.007498,0.009020,-0.001521,-0.064240,-0.026771,91.047249,-0.013559,-0.000528,-0.007331,0.001128,0.000593
9,-0.030549,0.006258,0.007911,-0.008850,-0.057707,-0.012610,91.031471,-0.011693,-0.001184,-0.007692,0.001329,0.000408
10,-0.037214,0.010044,0.003028,0.000295,-0.089760,-0.028432,91.025093,-0.010614,-0.001868,-0.008070,0.001526,0.000145
11,-0.039882,0.013656,-0.001819,-0.002666,-0.122239,-0.014217,91.028107,-0.010612,-0.002579,-0.008495,0.001814,-0.000252
12,-0.031276,0.011717,-0.003804,0.022512,-0.100521,-0.024082,91.035416,-0.010742,-0.003217,-0.008657,0.002060,-0.000692
13,-0.029407,0.017067,-0.000278,0.027677,-0.075087,-0.030672,91.036194,-0.010251,-0.004130,-0.008524,0.002305,-0.001001
15,-0.025810,0.017180,0.004841,0.047432,-0.047535,-0.029666,91.027435,-0.009220,-0.005135,-0.008260,0.002588,-0.001067
16,-0.021904,0.014490,0.006352,0.056209,-0.032693,-0.033121,91.016312,-0.007917,-0.006182,-0.007855,0.002742,-0.000982
17,-0.027048,0.009560,0.002430,0.061746,-0.005055,-0.033511,91.013229,-0.006410,-0.007292,-0.007513,0.002696,-0.000957
18,-0.035164,0.012845,0.006131,0.047914,0.011345,-0.027985,91.002701,-0.004730,-0.008317,-0.007458,0.002611,-0.000936
19,-0.041937,0.012022,-0.002992,0.052247,0.019829,-0.031495,91.009781,-0.003158,-0.009309,-0.007657,0.002576,-0.001019
20,-0.041427,0.011373,-0.007523,0.035775,0.010323,-0.034890,91.025482,-0.001991,-0.010415,-0.007886,0.002504,-0.001343
22,-0.039860,0.013967,-0.004007,0.015416,-0.009202,-0.027843,91.033638,-0.001481,-0.011460,-0.007974,0.002469,-0.001607
23,-0.032853,0.017144,0.002072,0.010483,-0.004473,-0.016599,91.029449,-0.001281,-0.012201,-0.007824,0.002539,-0.001616
24,-0.031957,0.015576,0.000568,0.016042,0.007481,-0.016054,91.028244,-0.000922,-0.012745,-0.007504,0.002609,-0.001523
25,-0.024021,0.015018,0.004593,0.021420,0.014615,-0.014052,91.019424,-0.000417,-0.013247,-0.007035,0.002605,-0.001392
26,-0.024813,0.012735,0.005573,0.011862,0.012660,-0.018019,91.008705,0.000030,-0.013782,-0.006485,0.002530,-0.001183
27,-0.027910,0.009395,0.001502,-0.000334,-0.008418,-0.023332,91.005646,0.000074,-0.014471,-0.006090,0.002346,-0.001073
