seq,ax,ay,az,wroll,wpitch,wyaw,roll,pitch,yaw,vx,vy,vz
0,0.001000,-0.002129,0.087985,-0.694165,-0.698763,0.025278,-1.385984,-0.650799,0.000000,0.000000,0.000000,0.000000
1,0.008357,-0.037938,0.082781,-0.686476,-0.465924,0.183523,-1.478156,-0.684324,0.003949,0.000156,-0.002222,0.002789
2,0.006538,-0.029828,0.100084,-0.806866,-0.169299,-0.089702,-1.555309,-0.705081,0.005769,0.000385,-0.004481,0.005181
3,0.002971,-0.025256,0.102533,-0.825267,-0.242156,-0.114098,-1.625525,-0.715268,0.002544,0.000456,-0.005966,0.007399
4,-0.000123,-0.019738,0.095407,-0.702132,-0.402397,0.030414,-1.683615,-0.723469,0.001421,0.000378,-0.006889,0.008989
5,-0.000384,-0.026189,0.108117,-0.723390,-0.176675,0.042700,-1.751450,-0.729670,0.002887,0.000250,-0.007583,0.010280
7,-0.000695,-0.023962,0.112810,-0.630307,-0.201877,0.011783,-1.813267,-0.731821,0.003960,0.000138,-0.008158,0.011561
8,-0.003674,-0.022492,0.109705,-0.503379,-0.397457,0.089619,-1.868594,-0.731959,0.005916,-0.000015,-0.008482,0.012516
9,-0.002818,-0.020841,0.119544,-0.509014,-0.216174,0.037976,-1.917879,-0.733731,0.008316,-0.000176,-0.008620,0.013313
10,0.003763,-0.020898,0.116512,-0.498231,0.035912,-0.076913,-1.967159,-0.741082,0.007749,-0.000155,-0.008642,0.013982
11,-0.000842,-0.017344,0.100981,-0.292982,0.036211,-0.252975,-2.006871,-0.735931,0.002219,-0.000099,-0.008536,0.014053
12,-0.002176,-0.009225,0.112098,-0.317322,0.188517,-0.378989,-2.027023,-0.725624,-0.008415,-0.000170,-0.008171,0.013933
14,0.000193,-0.003313,0.107297,-0.240504,0.408149,-0.345901,-2.035199,-0.713906,-0.020771,-0.000205,-0.007562,0.013874
15,0.002218,0.003629,0.117434,-0.055511,0.425763,-0.338989,-2.025018,-0.701925,-0.032574,-0.000145,-0.006788,0.013844
16,-0.003717,-0.001325,0.126695,0.114561,0.348341,-0.352966,-2.017854,-0.679405,-0.044467,-0.000173,-0.006103,0.014110
17,0.000114,-0.001815,0.123502,0.212643,0.267554,-0.283835,-2.007436,-0.666976,-0.055368,-0.000235,-0.005636,0.014346
18,-0.002123,0.001193,0.126749,0.303081,0.242547,-0.228776,-1.987990,-0.651927,-0.064149,-0.000251,-0.005187,0.014440
19,-0.002894,-0.009487,0.133174,0.356609,0.241975,-0.274409,-1.986244,-0.635745,-0.072760,-0.000321,-0.004953,0.014610
21,-0.005708,-0.014689,0.114271,0.486604,0.262084,-0.327400,-1.992686,-0.614340,-0.083021,-0.000443,-0.005050,0.014406
22,-0.004297,-0.005044,0.134331,0.410139,0.305149,-0.322570,-1.978394,-0.594334,-0.094113,-0.000562,-0.005006,0.014178
23,-0.004117,-0.012956,0.151636,0.288953,0.135748,-0.170309,-1.981429,-0.576447,-0.102527,-0.000621,-0.004906,0.014639
24,0.001375,-0.016662,0.118914,0.365082,0.116538,-0.113069,-1.994557,-0.572756,-0.107363,-0.000552,-0.005023,0.014604
25,0.002672,-0.010074,0.109257,0.435763,0.266211,-0.192012,-1.993228,-0.569605,-0.112619,-0.000363,-0.005027,0.013658
26,0.003147,-0.010411,0.116921,0.421477,0.521670,-0.266892,-1.991067,-0.560597,-0.120617,-0.000178,-0.004876,0.012795
27,0.003514,-0.011561,0.089494,0.711695,0.637399,-0.299467,-1.988387,-0.546746,-0.130567,-0.000017,-0.004756,0.011656
28,0.005384,-0.007451,0.086447,0.921555,0.715387,-0.235041,-1.969711,-0.533358,-0.140065,0.000153,-0.004575,0.010100
29,0.000918,-0.002165,0.102649,0.968090,0.858711,-0.286372,-1.935615,-0.507455,-0.149432,0.000233,-0.004221,0.009079
