seq,ax,ay,az,wroll,wpitch,wyaw,roll,pitch,yaw,vx,vy,vz
1,0.043179,-0.013735,-0.002980,0.216792,-0.480797,0.132093,0.000000,-89.815102,0.000000,0.000000,0.000000,0.000000
2,0.020175,-0.002308,0.019173,0.087787,-0.384362,0.085651,0.003806,-89.792313,0.003629,0.000277,-0.000121,-0.000053
3,0.015756,0.000606,0.014706,-0.018720,-0.230999,0.059902,0.003717,-89.774094,0.006055,-0.000043,0.000066,0.000251
4,0.030465,0.006448,0.007753,-0.138334,0.186364,0.039580,0.000825,-89.759224,0.007713,-0.000092,0.000381,0.000264
5,0.033306,0.019450,0.032775,-0.245217,0.762380,0.071803,-0.004175,-89.676079,0.009569,0.000213,0.000992,0.000625
6,0.022864,0.022888,0.013898,-0.550068,0.349224,0.394147,-0.013073,-89.624481,0.017335,0.000301,0.001782,0.001021
8,0.026178,0.018406,0.002835,-0.515800,0.309733,0.410744,-0.023128,-89.603775,0.030750,0.000229,0.002366,0.000741
9,0.025425,0.016376,0.001031,-0.448709,0.275965,0.403181,-0.029404,-89.588783,0.044315,0.000221,0.002680,0.000266
10,0.013768,0.005306,0.000225,-0.318879,-0.035642,0.392915,-0.031649,-89.584160,0.057584,-0.000029,0.002652,-0.000156
11,0.005036,-0.008481,-0.030145,-0.174118,-0.669110,0.329853,-0.029898,-89.652275,0.069630,-0.000620,0.002129,-0.001092
12,0.007746,-0.013184,-0.011550,0.101680,-0.182266,-0.030749,-0.023327,-89.685104,0.074615,-0.001195,0.001347,-0.002044
13,0.005315,-0.010654,-0.011876,0.093919,-0.105447,-0.069590,-0.015051,-89.710182,0.072943,-0.001630,0.000687,-0.002417
15,0.009063,-0.009995,-0.014146,0.067226,-0.299761,-0.031887,-0.009275,-89.741394,0.071251,-0.001933,0.000230,-0.002743
16,0.005036,-0.008040,-0.010940,0.034028,-0.275175,-0.027890,-0.005692,-89.770126,0.070255,-0.002162,-0.000077,-0.002962
17,0.005439,-0.012012,-0.009166,0.047671,-0.053624,-0.052066,-0.003247,-89.788521,0.068922,-0.002398,-0.000355,-0.003016
18,0.007546,-0.011291,-0.015399,0.050536,-0.048914,-0.056263,-0.001209,-89.813454,0.067117,-0.002518,-0.000632,-0.003127
19,0.037548,-0.007410,-0.005565,0.102012,-0.296738,-0.058846,0.001001,-89.828049,0.065198,-0.001969,-0.000755,-0.003122
20,0.035692,-0.008319,0.006846,0.142944,-0.034631,-0.117428,0.003814,-89.818771,0.062261,-0.000980,-0.000788,-0.002666
22,0.036173,-0.007801,0.006837,0.167776,0.010782,-0.135717,0.006746,-89.804703,0.058041,-0.000230,-0.000817,-0.002051
23,0.037929,-0.009876,0.001966,0.162276,-0.179963,-0.110605,0.009183,-89.801392,0.053936,0.000400,-0.000864,-0.001654
24,0.033836,-0.010633,0.009393,0.177618,-0.086985,-0.127642,0.011136,-89.785515,0.049965,0.000843,-0.000951,-0.001284
25,0.003156,-0.012749,0.006354,0.139326,0.119541,-0.133789,0.012314,-89.769249,0.045608,0.000505,-0.001068,-0.000902
26,0.006926,-0.019447,-0.004923,0.121475,-0.113142,-0.108740,0.012495,-89.768890,0.041566,-0.000286,-0.001325,-0.000878
27,-0.075750,-0.039797,-0.030688,0.074691,-0.097626,-0.043187,0.011824,-89.769333,0.039034,-0.002438,-0.002043,-0.001575
29,-0.077575,-0.040215,-0.029606,0.064863,-0.116564,-0.022585,0.010614,-89.891022,0.037938,-0.005748,-0.002995,-0.002589
30,-0.073812,-0.039782,-0.020628,0.042074,-0.186537,-0.010037,0.009298,-89.986496,0.037394,-0.008254,-0.003718,-0.003168
31,-0.069379,-0.048688,-0.012624,0.027412,-0.130241,-0.002328,0.007844,-90.074585,0.037188,-0.009995,-0.004423,-0.003268
32,-0.079221,-0.045267,-0.004936,0.030941,0.061468,-0.019963,0.006611,-90.135208,0.036816,-0.011394,-0.005052,-0.003019
