seq,ax,ay,az,wroll,wpitch,wyaw,roll,pitch,yaw,vx,vy,vz
1,0.015050,-0.018799,0.171418,-0.831498,1.162866,1.154463,-6.258607,-4.987709,0.000000,0.000000,0.000000,0.000000
2,0.006103,-0.029763,0.149661,0.016015,1.258187,1.578309,-6.301092,-4.929241,0.041031,0.000395,-0.002399,0.005774
3,0.038738,-0.023212,0.133823,0.471111,1.098061,1.542742,-6.313196,-4.936232,0.088630,0.001163,-0.004340,0.009505
4,0.041180,0.011576,0.112089,0.831237,0.873258,1.413274,-6.249574,-4.958811,0.134179,0.002437,-0.005020,0.011622
5,0.044881,-0.004191,0.150313,0.701226,0.682464,1.643240,-6.204914,-4.988209,0.182162,0.003535,-0.005147,0.013519
6,0.055700,-0.014118,0.133011,1.187422,0.437229,1.703013,-6.177550,-5.047564,0.235763,0.004652,-0.005715,0.015320
7,0.066541,0.006526,0.094372,1.288704,0.064251,1.310676,-6.108562,-5.145506,0.284962,0.005914,-0.005912,0.015537
8,0.058980,0.004062,0.093091,0.949800,-0.255174,1.103882,-6.048022,-5.241388,0.325454,0.006925,-0.005673,0.014829
9,0.050838,-0.031359,0.118464,0.537879,-0.401778,1.113445,-6.062747,-5.324086,0.363502,0.007363,-0.006190,0.014652
10,0.057219,-0.024887,0.112194,0.682595,-0.534720,0.592847,-6.070080,-5.425435,0.393547,0.007623,-0.007118,0.014793
11,0.037143,0.006989,0.146736,0.784192,-0.766616,-0.086316,-6.003644,-5.490386,0.404284,0.007511,-0.007048,0.015360
12,-0.021374,0.085845,0.200071,0.258153,-1.348079,0.117237,-5.784101,-5.450069,0.408545,0.005821,-0.004749,0.021735
13,-0.126266,0.146096,0.132873,-0.173876,-1.843539,2.481414,-5.481824,-5.235386,0.457407,0.001446,-0.000094,0.022378
14,-0.183122,0.294991,0.045097,-1.862744,-2.083214,7.097500,-5.439271,-5.228405,0.623677,-0.006973,0.009768,0.019774
15,-0.403998,0.276308,0.118196,-3.051080,-1.903734,13.292648,-5.465166,-5.136718,0.969922,-0.022334,0.022885,0.017379
16,-0.651653,0.257710,0.064233,-2.981499,-2.286455,23.327591,-5.540540,-4.947457,1.586545,-0.049409,0.035070,0.015834
17,-0.559052,0.153051,0.170069,-1.220581,-2.819003,35.362564,-5.645521,-4.765042,2.571867,-0.080361,0.035605,0.019396
18,-0.290081,0.079431,0.026303,3.810395,-4.323565,47.888885,-5.695188,-4.658705,3.969261,-0.102273,0.032443,0.017741
19,-0.301339,-0.449252,-0.223255,5.388201,-5.611447,58.698540,-5.836176,-4.557835,5.759679,-0.117742,0.022032,0.010522
20,-0.006990,-0.490635,-0.109631,4.115580,-8.011727,65.961945,-6.000969,-4.573815,7.857388,-0.101666,-0.002630,-0.000076
21,0.162479,-0.338499,0.010815,1.971654,-10.824008,70.686211,-6.185956,-4.699242,10.164258,-0.098462,-0.024524,-0.003902
