t_us,ax,ay,az,roll,pitch,yaw
37608884,0.271151602268219,9.930253982543945,1.3761093616485596,-3.540147066116333,3.1739249229431152,-1.0452589988708496
37641817,0.2831229865550995,9.932049751281738,1.4329733848571777,-6.7369608879089355,3.21970272064209,-1.7166661024093628
37674825,0.26516592502593994,9.944621086120605,1.4479376077651978,-5.890072345733643,3.1968138217926025,-1.4801477193832397
37707840,0.3016786277294159,9.929057121276855,1.4204035997390747,-4.531998634338379,3.1052582263946533,-1.3351848125457764
37740843,0.2927000820636749,9.89134693145752,1.484450340270996,-5.943479537963867,3.1815545558929443,-1.5335551500320435
37773855,0.2813272774219513,9.92426872253418,1.4587119817733765,-4.799035549163818,3.166295289993286,-1.3657033443450928
37839872,0.28192585706710815,9.932049751281738,1.4617047309875488,-5.149998664855957,3.1968138217926025,-1.419110655784607
37873013,0.2968900799751282,9.927860260009766,1.459310531616211,-5.134739398956299,3.166295289993286,-1.380962610244751
37905973,0.286115825176239,9.934444427490234,1.470683217048645,-5.149998664855957,3.2044434547424316,-1.419110655784607
37938917,0.2729473114013672,9.930253982543945,1.4515290260314941,-5.149998664855957,3.2044434547424316,-1.4419995546340942
37971917,0.2759401798248291,9.936838150024414,1.4646975994110107,-5.188146591186523,3.1357767581939697,-1.3733329772949219
38004933,0.26456737518310547,9.933845520019531,1.4455434083938599,-5.119480133056641,3.1739249229431152,-1.3962217569351196
38070945,0.271151602268219,9.930852890014648,1.4186077117919922,-5.119480133056641,3.1968138217926025,-1.4114810228347778
38104057,0.2723487615585327,9.902121543884277,1.4635004997253418,-5.149998664855957,3.2044434547424316,-1.3733329772949219
38136993,0.28013014793395996,9.95300006866455,1.484450340270996,-5.134739398956299,3.2044434547424316,-1.4038513898849487
38169974,0.2765387296676636,9.917684555053711,1.4646975994110107,-5.172887325286865,3.21970272064209,-1.3885921239852905
38203041,0.2603773772716522,9.937437057495117,1.4533249139785767,-5.134739398956299,3.1891841888427734,-1.426740288734436
38235993,0.2968900799751282,9.920079231262207,1.4617047309875488,-5.142368793487549,3.2120730876922607,-1.3428144454956055
38302117,0.267560213804245,9.921276092529297,1.4515290260314941,-5.104220867156982,3.1968138217926025,-1.4114810228347778
38335054,0.2370332032442093,9.829695701599121,1.670605182647705,-3.097628593444824,3.0289621353149414,-1.0452589988708496
38368036,0.286115825176239,9.841666221618652,1.534730076789856,15.289772987365723,0.7858515977859497,2.1744437217712402
38401055,0.3908653259277344,10.005075454711914,0.9630969762802124,27.77184295654297,-8.995330810546875,2.4185919761657715
38434054,0.3070657253265381,10.102044105529785,0.6967339515686035,16.43421745300293,0.1754814237356186,0.3891109824180603
38467065,0.3340013325214386,9.993104934692383,0.9798569083213806,-6.309701919555664,2.7390363216400146,-0.9765923023223877
38500182,0.3549512028694153,9.965570449829102,1.0582695007324219,-9.66673755645752,3.0442214012145996,-1.617480993270874
38533116,0.35375410318374634,9.950606346130371,1.051086664199829,-8.926664352416992,3.1815545558929443,-1.9074068069458008
38566097,0.3507612645626068,9.95838737487793,1.0732336044311523,-10.933256149291992,3.2502212524414062,-2.2049622535705566
38599120,0.3004814684391022,9.947014808654785,1.162420392036438,-13.718070030212402,3.30362868309021,-2.6322214603424072
38632123,0.29210153222084045,9.914093017578125,1.2671699523925781,-12.573625564575195,3.2883694171905518,-2.5101473331451416
38665126,0.3172414004802704,9.950606346130371,1.2360442876815796,-6.706442356109619,3.1968138217926025,-1.6327402591705322
38698254,0.31424853205680847,9.945817947387695,1.222277283668518,-4.829554080963135,3.21970272064209,-1.2665181159973145
38731173,0.30227717757225037,9.94102954864502,1.2031229734420776,-3.242591619491577,3.2120730876922607,-1.1062959432601929
38764158,0.35375410318374634,9.949409484863281,1.1091477870941162,-2.3270363807678223,3.151036024093628,-0.9460737705230713
38797178,0.35734549164772034,9.96078109741211,1.13009774684906,-7.599108695983887,3.2120730876922607,-1.800592064857483
38830177,0.3082628846168518,9.933845520019531,1.2396358251571655,-11.406292915344238,3.242591619491577,-2.3346660137176514
38863187,0.3304099142551422,9.949409484863281,1.2474170923233032,-9.392071723937988,3.2502212524414062,-2.0218513011932373
38896457,0.3208328187465668,9.944621086120605,1.2492128610610962,-8.926664352416992,3.227332353591919,-1.9684438705444336
38929252,0.3148471415042877,9.953598976135254,1.3222382068634033,-10.757774353027344,3.2654805183410645,-2.2736289501190186
38962224,0.2795315682888031,9.920079231262207,1.345582365989685,-12.405774116516113,3.2654805183410645,-2.548295497894287
38995237,0.3070657253265381,9.924867630004883,1.394665002822876,-9.11740493774414,3.242591619491577,-2.0981476306915283
39028241,0.2807287275791168,9.930253982543945,1.4365648031234741,-4.3412580490112305,3.2120730876922607,-1.2207403182983398
39061255,0.3028757572174072,9.920677185058594,1.319245457649231,-1.617480993270874,3.151036024093628,-0.7705923914909363
39094372,0.29748862981796265,9.958986282348633,1.2719584703445435,-3.616443395614624,3.166295289993286,-1.121555209159851
39127297,0.31783998012542725,9.918283462524414,1.3413923978805542,-7.248146057128906,3.1815545558929443,-1.7548142671585083
39160281,0.3016786277294159,9.914691925048828,1.3641380071640015,-6.965849876403809,3.234961986541748,-1.724295735359192
39193301,0.3172414004802704,9.93923282623291,1.3533638715744019,-4.882961273193359,3.227332353591919,-1.3351848125457764
39226300,0.29210153222084045,9.955992698669434,1.345582365989685,-3.5172581672668457,3.2120730876922607,-1.0986663103103638
39259310,0.31125572323799133,9.957788467407227,1.316252589225769,-4.623554229736328,3.151036024093628,-1.3580737113952637
39292434,0.2897072434425354,9.935641288757324,1.3360053300857544,-6.218146324157715,3.2731101512908936,-1.5717031955718994
39325358,0.2962915003299713,9.919480323791504,1.364736557006836,-5.973998069763184,3.1815545558929443,-1.5259255170822144
39358342,0.286115825176239,9.929057121276855,1.360546588897705,-4.768517017364502,3.158665657043457,-1.2741477489471436
39391369,0.30407288670539856,9.93923282623291,1.3509695529937744,-4.333628177642822,3.143406391143799,-1.2665181159973145
39424361,0.29928433895111084,9.939830780029297,1.3401952981948853,-5.233924388885498,3.1739249229431152,-1.4496291875839233
39457371,0.2980872094631195,9.922472953796387,1.397657871246338,-5.096590995788574,3.1815545558929443,-1.4114810228347778
39490475,0.2897072434425354,9.912896156311035,1.3449838161468506,-1.5335551500320435,3.1357767581939697,-0.808740496635437
39523485,0.3028757572174072,9.947014808654785,1.266571283340454,1.0910366773605347,3.158665657043457,-0.47303688526153564
39556408,0.3238256573677063,9.968563079833984,1.1863632202148438,-0.3967406153678894,3.1052582263946533,-0.6714072227478027
39589431,0.29748862981796265,9.953598976135254,1.255797028541565,-6.256294250488281,3.1815545558929443,-1.5793328285217285
39622430,0.28372156620025635,9.919480323791504,1.3060768842697144,-9.384441375732422,3.227332353591919,-2.075258731842041
39655432,0.2777358591556549,9.953598976135254,1.2976969480514526,-7.644886493682861,3.227332353591919,-1.7700735330581665
39688563,0.3028757572174072,9.967365264892578,1.2970983982086182,-9.598071098327637,3.2502212524414062,-2.1057772636413574
39721482,0.26875734329223633,9.90810775756836,1.4132206439971924,-10.498367309570312,3.227332353591919,-2.3346660137176514
39754465,0.2723487615585327,9.90930461883545,1.4024465084075928,-6.43177604675293,3.1891841888427734,-1.617480993270874
39787485,0.2897072434425354,9.9434232711792,1.3557580709457397,-2.9679250717163086,3.1281471252441406,-0.9689626693725586
39820484,0.29210153222084045,9.938633918762207,1.3096684217453003,-2.2583696842193604,3.158665657043457,-0.8545182943344116
39853494,0.3148471415042877,9.936240196228027,1.319245457649231,-5.088961601257324,3.166295289993286,-1.3885921239852905
39886623,0.28910866379737854,9.923669815063477,1.3419909477233887,-7.255775451660156,3.242591619491577,-1.731925368309021
39919536,0.2741444706916809,9.923669815063477,1.3683280944824219,-6.4165167808532715,3.1968138217926025,-1.617480993270874
39952527,0.27713730931282043,9.933845520019531,1.3581523895263672,-4.554887771606445,3.143406391143799,-1.2512588500976562
39985546,0.2980872094631195,9.944621086120605,1.3401952981948853,-3.7156286239624023,3.1815545558929443,-1.1444441080093384
40018545,0.29928433895111084,9.923669815063477,1.3102669715881348,-4.77614688873291,3.1739249229431152,-1.3275551795959473
40051555,0.2932986617088318,9.93923282623291,1.3623422384262085,-5.890072345733643,3.234961986541748,-1.5640735626220703
40084666,0.3088614344596863,9.954197883605957,1.3689266443252563,-5.973998069763184,3.234961986541748,-1.6022217273712158
40117653,0.30586859583854675,9.9188814163208,1.3449838161468506,-5.325479984283447,3.1281471252441406,-1.426740288734436
40150592,0.286115825176239,9.951803207397461,1.33540678024292,-4.409924507141113,3.1357767581939697,-1.2970366477966309
40183646,0.2915029525756836,9.949409484863281,1.3389981985092163,-4.5014801025390625,3.1357767581939697,-1.2894070148468018
40216607,0.2849186956882477,9.916487693786621,1.3533638715744019,-5.508591175079346,3.227332353591919,-1.4343699216842651
40249617,0.28910866379737854,9.927860260009766,1.3689266443252563,-5.752738952636719,3.227332353591919,-1.5106662511825562
40282747,0.3034743368625641,9.935042381286621,1.3611451387405396,-5.378887176513672,3.2044434547424316,-1.419110655784607
40315659,0.2998829185962677,9.942825317382812,1.3473780155181885,-4.829554080963135,3.2120730876922607,-1.312295913696289
40348649,0.2741444706916809,9.9404296875,1.3090696334838867,-4.6617021560668945,3.2044434547424316,-1.3351848125457764
40381669,0.28731298446655273,9.93923282623291,1.3701237440109253,-5.302590847015381,3.151036024093628,-1.419110655784607
40414668,0.3082628846168518,9.935641288757324,1.3916722536087036,-5.508591175079346,3.227332353591919,-1.4343699216842651
40447678,0.2879115343093872,9.948211669921875,1.3623422384262085,-5.363627910614014,3.2044434547424316,-1.419110655784607
40480793,0.3088614344596863,9.933845520019531,1.3623422384262085,-4.905850410461426,3.1739249229431152,-1.3580737113952637
40513802,0.29090437293052673,9.954795837402344,1.375510811805725,-4.791406154632568,3.2120730876922607,-1.380962610244751
40546715,0.27713730931282043,9.94102954864502,1.333611011505127,-5.294961452484131,3.21970272064209,-1.426740288734436
40579742,0.29748862981796265,9.920677185058594,1.3557580709457397,-5.310220718383789,3.2044434547424316,-1.3962217569351196
40612740,0.27833443880081177,9.935641288757324,1.3641380071640015,-5.287331581115723,3.1968138217926025,-1.3885921239852905
40645740,0.3088614344596863,9.936838150024414,1.3623422384262085,-5.027924537658691,3.1357767581939697,-1.3504440784454346
40678859,0.30108004808425903,9.928458213806152,1.3437867164611816,-5.005035400390625,3.2044434547424316,-1.3580737113952637
40711828,0.29210153222084045,9.932648658752441,1.360546588897705,-5.165257930755615,3.1968138217926025,-1.4038513898849487
40744776,0.30227717757225037,9.927860260009766,1.3437867164611816,-5.149998664855957,3.1891841888427734,-1.426740288734436
40777792,0.2747430205345154,9.935042381286621,1.3916722536087036,-5.2644429206848145,3.166295289993286,-1.3962217569351196
40810797,0.3034743368625641,9.936240196228027,1.3563566207885742,-5.142368793487549,3.1968138217926025,-1.4419995546340942
40843853,0.2831229865550995,9.921875,1.3587509393692017,-4.936368942260742,3.21970272064209,-1.3504440784454346
40876932,0.2968900799751282,9.937437057495117,1.345582365989685,-5.180517196655273,3.1968138217926025,-1.3962217569351196
40909843,0.2998829185962677,9.94102954864502,1.3515681028366089,-5.256813049316406,3.2120730876922607,-1.3962217569351196
40942834,0.2962915003299713,9.928458213806152,1.366532325744629,-5.165257930755615,3.2578508853912354,-1.3962217569351196
40975853,0.31065717339515686,9.914093017578125,1.3779051303863525,-4.997406005859375,3.2120730876922607,-1.3428144454956055
41008852,0.30766430497169495,9.939830780029297,1.3677295446395874,-5.180517196655273,3.166295289993286,-1.426740288734436
41041863,0.28192585706710815,9.918283462524414,1.3575538396835327,-5.256813049316406,3.1815545558929443,-1.4343699216842651
41074971,0.28551727533340454,9.936240196228027,1.3611451387405396,-5.088961601257324,3.21970272064209,-1.3962217569351196
41107951,0.3064671754837036,9.914093017578125,1.3509695529937744,-5.119480133056641,3.227332353591919,-1.3962217569351196
41140899,0.29090437293052673,9.924867630004883,1.3473780155181885,-5.134739398956299,3.166295289993286,-1.3885921239852905
41173957,0.28551727533340454,9.9188814163208,1.345582365989685,-5.195776462554932,3.1891841888427734,-1.426740288734436
41206914,0.28192585706710815,9.933246612548828,1.3509695529937744,-5.058443069458008,3.2120730876922607,-1.3580737113952637
41239924,0.3082628846168518,9.917086601257324,1.3330124616622925,-5.088961601257324,3.143406391143799,-1.3962217569351196
41273043,0.29928433895111084,9.921276092529297,1.332413911819458,-5.256813049316406,3.143406391143799,-1.4419995546340942
41306012,0.3052700459957123,9.924867630004883,1.3593494892120361,-5.195776462554932,3.143406391143799,-1.3885921239852905
41338961,0.3064671754837036,9.935042381286621,1.3695251941680908,-4.989776134490967,3.1968138217926025,-1.3428144454956055
41371976,0.29569292068481445,9.92546558380127,1.3629409074783325,-5.020294666290283,3.21970272064209,-1.3962217569351196
41404975,0.2843201160430908,9.926064491271973,1.3719193935394287,-5.241553783416748,3.166295289993286,-1.4038513898849487
41437985,0.2897072434425354,9.927860260009766,1.3252310752868652,-5.2644429206848145,3.2120730876922607,-1.4343699216842651
41471001,0.2879115343093872,9.927261352539062,1.366532325744629,-5.081331729888916,3.1815545558929443,-1.3962217569351196
41504213,0.29928433895111084,9.947613716125488,1.3545609712600708,-4.974516868591309,3.166295289993286,-1.380962610244751
41537038,0.2968900799751282,9.951204299926758,1.3407938480377197,-5.2720723152160645,3.21970272064209,-1.426740288734436
41570028,0.30108004808425903,9.920677185058594,1.3413923978805542,-5.142368793487549,3.21970272064209,-1.3962217569351196
41603046,0.2897072434425354,9.919480323791504,1.3288226127624512,-5.211035251617432,3.242591619491577,-1.3504440784454346
41636054,0.3118542730808258,9.937437057495117,1.3689266443252563,-5.073702335357666,3.2044434547424316,-1.4114810228347778
41702186,0.28551727533340454,9.9188814163208,1.3497724533081055,-5.165257930755615,3.1739249229431152,-1.380962610244751
41735101,0.27354589104652405,9.930253982543945,1.3767080307006836,-5.180517196655273,3.227332353591919,-1.3733329772949219
41768090,0.2813272774219513,9.952402114868164,1.361743688583374,-5.22629451751709,3.158665657043457,-1.4114810228347778
41801113,0.2879115343093872,9.929057121276855,1.3527652025222778,-5.035553932189941,3.143406391143799,-1.3657033443450928
41834178,0.29210153222084045,9.917684555053711,1.3461809158325195,-5.119480133056641,3.158665657043457,-1.4496291875839233
41867119,0.30766430497169495,9.92546558380127,1.3599480390548706,-5.157628059387207,3.1815545558929443,-1.4038513898849487
41900247,0.29748862981796265,9.93923282623291,1.3868837356567383,-5.157628059387207,3.21970272064209,-1.419110655784607
41933163,0.2962915003299713,9.936240196228027,1.3623422384262085,-5.127109527587891,3.2044434547424316,-1.4114810228347778
41966151,0.29210153222084045,9.938633918762207,1.3844894170761108,-5.119480133056641,3.234961986541748,-1.3885921239852905
41999171,0.30108004808425903,9.911699295043945,1.3641380071640015,-5.088961601257324,3.1281471252441406,-1.3962217569351196
42032170,0.30586859583854675,9.924867630004883,1.3527652025222778,-5.104220867156982,3.1815545558929443,-1.3733329772949219
42065180,0.3052700459957123,9.906311988830566,1.3653351068496704,-5.058443069458008,3.1815545558929443,-1.380962610244751
42098309,0.2980872094631195,9.934444427490234,1.3623422384262085,-5.21866512298584,3.2654805183410645,-1.419110655784607
42131231,0.2867144048213959,9.934444427490234,1.3713208436965942,-5.165257930755615,3.2044434547424316,-1.4419995546340942
42164221,0.28910866379737854,9.936240196228027,1.349173903465271,-5.165257930755615,3.1968138217926025,-1.3657033443450928
42197232,0.2944957911968231,9.950606346130371,1.3880808353424072,-5.22629451751709,3.1968138217926025,-1.4114810228347778
42230231,0.3028757572174072,9.92307186126709,1.3611451387405396,-4.974516868591309,3.21970272064209,-1.3657033443450928
42263242,0.3034743368625641,9.929656028747559,1.3599480390548706,-5.195776462554932,3.21970272064209,-1.4114810228347778
42296370,0.2962915003299713,9.945817947387695,1.3844894170761108,-5.203405857086182,3.2044434547424316,-1.3733329772949219
42329286,0.2927000820636749,9.954197883605957,1.3461809158325195,-5.149998664855957,3.1891841888427734,-1.419110655784607
42362274,0.29569292068481445,9.937437057495117,1.3629409074783325,-5.127109527587891,3.158665657043457,-1.380962610244751
42395294,0.29868578910827637,9.944022178649902,1.3509695529937744,-4.982146739959717,3.1891841888427734,-1.3351848125457764
42428293,0.271151602268219,9.927261352539062,1.3407938480377197,-5.180517196655273,3.1739249229431152,-1.4419995546340942
42461308,0.30945998430252075,9.939830780029297,1.3862851858139038,-5.180517196655273,3.2044434547424316,-1.3428144454956055
42494411,0.28551727533340454,9.936838150024414,1.3599480390548706,-5.165257930755615,3.2502212524414062,-1.380962610244751
42527403,0.2915029525756836,9.929656028747559,1.3737151622772217,-5.127109527587891,3.1815545558929443,-1.380962610244751
42560340,0.31065717339515686,9.936240196228027,1.3461809158325195,-4.989776134490967,3.227332353591919,-1.4114810228347778
42593370,0.3004814684391022,9.921276092529297,1.3761093616485596,-5.142368793487549,3.21970272064209,-1.380962610244751
42626362,0.2879115343093872,9.919480323791504,1.379700779914856,-5.142368793487549,3.234961986541748,-1.3885921239852905
42659365,0.29928433895111084,9.935641288757324,1.3868837356567383,-5.172887325286865,3.1739249229431152,-1.3275551795959473
42692493,0.30766430497169495,9.934444427490234,1.3551595211029053,-5.104220867156982,3.1815545558929443,-1.4038513898849487
42725409,0.29569292068481445,9.920677185058594,1.383292317390442,-5.081331729888916,3.1968138217926025,-1.3962217569351196
42758397,0.26337021589279175,9.933246612548828,1.3862851858139038,-5.066072463989258,3.1815545558929443,-1.3504440784454346
42791418,0.3154457211494446,9.938633918762207,1.3683280944824219,-5.203405857086182,3.21970272064209,-1.426740288734436
42824416,0.2998829185962677,9.9188814163208,1.3461809158325195,-5.104220867156982,3.234961986541748,-1.380962610244751
42857426,0.2879115343093872,9.954197883605957,1.3461809158325195,-5.096590995788574,3.166295289993286,-1.3962217569351196
42890553,0.28731298446655273,9.922472953796387,1.3372024297714233,-5.088961601257324,3.158665657043457,-1.3657033443450928
42923470,0.29868578910827637,9.927860260009766,1.345582365989685,-5.088961601257324,3.21970272064209,-1.3657033443450928
42956459,0.30586859583854675,9.921276092529297,1.333611011505127,-5.172887325286865,3.21970272064209,-1.4114810228347778
42989478,0.31005859375,9.92546558380127,1.3611451387405396,-5.066072463989258,3.227332353591919,-1.4114810228347778
43022477,0.29389724135398865,9.916487693786621,1.367130994796753,-5.157628059387207,3.2120730876922607,-1.3504440784454346
43055488,0.28851011395454407,9.930253982543945,1.3629409074783325,-5.119480133056641,3.1815545558929443,-1.3580737113952637
43088596,0.29030582308769226,9.935641288757324,1.367130994796753,-5.096590995788574,3.1968138217926025,-1.3962217569351196
43121594,0.31005859375,9.9188814163208,1.3844894170761108,-5.119480133056641,3.234961986541748,-1.4038513898849487
43154524,0.31424853205680847,9.92307186126709,1.345582365989685,-5.127109527587891,3.2044434547424316,-1.4038513898849487
43187540,0.28013014793395996,9.92546558380127,1.3731166124343872,-5.188146591186523,3.1891841888427734,-1.426740288734436
43220539,0.29210153222084045,9.931451797485352,1.3551595211029053,-5.165257930755615,3.2044434547424316,-1.4114810228347778
43253549,0.3208328187465668,9.927261352539062,1.382095217704773,-5.104220867156982,3.158665657043457,-1.3428144454956055
43286678,0.27833443880081177,9.922472953796387,1.383292317390442,-5.104220867156982,3.1968138217926025,-1.4114810228347778
43319594,0.29030582308769226,9.927261352539062,1.3539624214172363,-5.119480133056641,3.1891841888427734,-1.426740288734436
43352582,0.2980872094631195,9.921875,1.3695251941680908,-5.081331729888916,3.1739249229431152,-1.3199255466461182
43385602,0.28910866379737854,9.933845520019531,1.394665002822876,-5.157628059387207,3.1968138217926025,-1.3885921239852905
43418600,0.29090437293052673,9.93923282623291,1.392270803451538,-5.127109527587891,3.1891841888427734,-1.3580737113952637
43451611,0.3088614344596863,9.933246612548828,1.3802993297576904,-5.111850261688232,3.158665657043457,-1.426740288734436
43484717,0.2932986617088318,9.948211669921875,1.3844894170761108,-5.172887325286865,3.1739249229431152,-1.3962217569351196
43517710,0.3028757572174072,9.923669815063477,1.345582365989685,-5.157628059387207,3.1891841888427734,-1.3580737113952637
43550648,0.3148471415042877,9.942825317382812,1.3904750347137451,-5.088961601257324,3.143406391143799,-1.4114810228347778
43583677,0.28731298446655273,9.926064491271973,1.3497724533081055,-5.096590995788574,3.2044434547424316,-1.380962610244751
43616669,0.29389724135398865,9.920677185058594,1.377306580543518,-5.088961601257324,3.2044434547424316,-1.3657033443450928
43649672,0.30227717757225037,9.929656028747559,1.392270803451538,-5.149998664855957,3.166295289993286,-1.3733329772949219
43682789,0.2765387296676636,9.952402114868164,1.382095217704773,-5.172887325286865,3.1891841888427734,-1.3885921239852905
43715763,0.2867144048213959,9.945219039916992,1.3695251941680908,-5.111850261688232,3.166295289993286,-1.419110655784607
43748709,0.3052700459957123,9.921276092529297,1.3653351068496704,-5.111850261688232,3.2044434547424316,-1.419110655784607
43781725,0.2944957911968231,9.92307186126709,1.3593494892120361,-5.157628059387207,3.2120730876922607,-1.3962217569351196
43814724,0.28851011395454407,9.932049751281738,1.3707222938537598,-5.012665271759033,3.2044434547424316,-1.3962217569351196
43847734,0.2968900799751282,9.92546558380127,1.366532325744629,-5.165257930755615,3.1968138217926025,-1.4038513898849487
43880852,0.2807287275791168,9.918283462524414,1.3425894975662231,-5.180517196655273,3.21970272064209,-1.3657033443450928
43913824,0.27713730931282043,9.933845520019531,1.394665002822876,-5.104220867156982,3.1815545558929443,-1.3962217569351196
43946771,0.2867144048213959,9.92307186126709,1.3575538396835327,-5.165257930755615,3.1739249229431152,-1.3657033443450928
43979786,0.2867144048213959,9.932648658752441,1.3449838161468506,-5.0508131980896,3.151036024093628,-1.3504440784454346
44012785,0.28551727533340454,9.927860260009766,1.3707222938537598,-5.195776462554932,3.166295289993286,-1.3733329772949219
44045795,0.30407288670539856,9.926064491271973,1.366532325744629,-5.149998664855957,3.1357767581939697,-1.426740288734436
44078913,0.2944957911968231,9.90691089630127,1.3581523895263672,-5.096590995788574,3.1739249229431152,-1.4038513898849487
44111886,0.3052700459957123,9.9188814163208,1.363539457321167,-5.111850261688232,3.1968138217926025,-1.3885921239852905
44144832,0.2897072434425354,9.920079231262207,1.367130994796753,-5.073702335357666,3.158665657043457,-1.3504440784454346
